id,usuario,conjunto de palabras
SP000986,Laura,El pequeno conejo salto feliz por el campo verde mientras buscaba flores para su mejor amiga
SP000987,Rosa,Un osito curioso camino por el bosque y encontro una estrella brillante que iluminaba su noche
SP000988,Sofia,El perro pequeno corrio junto a su dueno y jugo con una pelota azul bajo el sol
SP000989,Maria,El pequeno conejo salto feliz por el campo verde mientras buscaba flores para su mejor amiga
SP000990,Luis,El nino ayudo a recoger los juguetes y dejo su habitacion limpia y ordenada
SP000991,Juan,El pequeno raton encontro un queso grande y lo compartio con sus nuevos amigos
SP000992,Jose,Un nino valiente ayudo a su hermana y juntos lograron construir una casa de arena
SP000993,Mario,La nina sonrio contenta al ver que su dibujo estaba lleno de colores bonitos
SP000994,Pablo,El pequeno conejo salto feliz por el campo verde mientras buscaba flores para su mejor amiga
SP000995,Diego,El pajarito canto suave en la manana y lleno el aire con sonidos alegres
SP000996,Leo,El perro pequeno corrio junto a su dueno y jugo con una pelota azul bajo el sol
SP000997,Alex,El pajarito canto suave en la manana y lleno el aire con sonidos alegres
SP000998,Tania,La tortuga sabia enseno a los demas animales que la paciencia ayuda a llegar lejos
SP000999,Eva,Un nino valiente ayudo a su hermana y juntos lograron construir una casa de arena
